xhash,localized_a,localized_a,localized_a,string,xhash,string,string,string,localized_a,string,string,string,string,string,localized_a,string,xhash,localized_a,string,xhash,string,string,xhash,string,string,xhash,string,string,xhash,string,localized_a,int
#rescue_enemy_cap_hostage,a&SPLASHES/ENEMY_CAP_HOSTAGE,a&SPLASHES/ENEMY_CAP_HOSTAGE,a&,hud_icon_objective_hostage,#ui_splash_screen_default,playercard_splash,gameplay,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#rescue_cap_hostage,a&SPLASHES/CAP_HOSTAGE,a&SPLASHES/CAP_HOSTAGE,a&SPLASHES/CAP_HOSTAGE_DESC,hud_icon_objective_hostage,#ui_splash_screen_default,playercard_splash,gameplay,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_d24355cb2ab7ed56,a&SPLASHES/ZONES_SCORED_ENEMY,a&SPLASHES/ZONES_SCORED_ENEMY,a&SPLASHES/ZONES_SCORED_ENEMY,ui_map_icon_obj_recon,#,playercard_splash,global,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_e4b39ed31b648431,a&SPLASHES/ZONES_SCORED_FRIENDLY,a&SPLASHES/ZONES_SCORED_FRIENDLY,a&SPLASHES/ZONES_SCORED_FRIENDLY,ui_map_icon_obj_recon,#,playercard_splash,global,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#gwtdm_carepackage_inc,a&SPLASHES/GWTDM_CAREPACKAGES_INC,a&SPLASHES/GWTDM_CAREPACKAGES_INC,a&SPLASHES/BLANK,hud_icon_killstreak_carepackage,#ui_splash_screen_default,killstreak_splash,phaseChange,,a&,,,splashNotifications.GreenLight,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#gwtdm_vehicle_inc,a&SPLASHES/GWTDM_VEHICLE_INC,a&SPLASHES/GWTDM_VEHICLE_INC,a&SPLASHES/BLANK,hud_icon_vehicle_jltv_mg,#ui_splash_screen_default,killstreak_splash,phaseChange,,a&,,,splashNotifications.GreenLight,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#gwtdm_vehicles2_inc,a&SPLASHES/GWTDM_VEHICLES2_INC,a&SPLASHES/GWTDM_VEHICLES2_INC,a&SPLASHES/BLANK,hud_icon_killstreak_bradley,#ui_splash_screen_default,killstreak_splash,phaseChange,,a&,,,splashNotifications.GreenLight,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#gwtdm_tier2_agents_inc,a&SPLASHES/GWTDM_TIER2_AGENTS,a&SPLASHES/GWTDM_TIER2_AGENTS,a&SPLASHES/BLANK,icon_ping_warning,#ui_splash_screen_default,killstreak_splash,phaseChange,,a&,,,splashNotifications.GreenLight,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#gwtdm_tier3_agents_inc,a&SPLASHES/GWTDM_TIER3_AGENTS,a&SPLASHES/GWTDM_TIER3_AGENTS,a&SPLASHES/BLANK,icon_ping_warning,#ui_splash_screen_default,killstreak_splash,phaseChange,,a&,,,splashNotifications.GreenLight,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_limited_edition_weapon,a&SPLASHES/DMZ_LIMITED_EDITION_WEAPON,a&SPLASHES/DMZ_LIMITED_EDITION_WEAPON,a&SPLASHES/DMZ_LIMITED_EDITION_WEAPON_DESC,icon_cac_weapon_lm_mkilo3,#hash_222eb9b8b86fa53c,splash,specialWeapon,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_destroy_sam_invited,a&SPLASHES/DMZ_DESTROY_SAM_INVITED,a&SPLASHES/DMZ_DESTROY_SAM_INVITED,a&,ui_map_icon_obj_bomb_collect,#hash_7d39bdc96af29bfc,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_global_trap_start,a&SPLASHES/DMZ_GLOBAL_TRAP_START,a&SPLASHES/DMZ_GLOBAL_TRAP_START,a&,ui_map_icon_fortress,#hash_2b59ad1570918c5e,splash,poiEvent,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_civ_bounty_us,a&SPLASHES/DMZ_BOUNTY_ON_FRIENDLY_PLAYER,a&SPLASHES/DMZ_BOUNTY_ON_FRIENDLY_PLAYER,a&SPLASHES/DMZ_BOUNTY_ON_FRIENDLY_PLAYER_DESC,ui_map_icon_bounty,#hash_7d39bdc96af29bfc,splash,local,,a&,,,splashNotifications.warning,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_civ_bounty_them,a&SPLASHES/DMZ_BOUNTY_ON_ENEMY_PLAYER,a&SPLASHES/DMZ_BOUNTY_ON_ENEMY_PLAYER,a&SPLASHES/DMZ_BOUNTY_ON_ENEMY_PLAYER_DESC,ui_map_icon_bounty,#hash_7d39bdc96af29bfc,splash,local,,a&,,,splashNotifications.warning,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_civ_bounty_us_inc,a&SPLASHES/DMZ_BOUNTY_ON_FRIENDLY_PLAYER_INCREASE,a&SPLASHES/DMZ_BOUNTY_ON_FRIENDLY_PLAYER_INCREASE,a&SPLASHES/DMZ_BOUNTY_ON_FRIENDLY_PLAYER_INCREASE_DESC,ui_map_icon_bounty,#hash_7d39bdc96af29bfc,splash,local,,a&,,,splashNotifications.warning,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_civ_bounty_them_inc,a&SPLASHES/DMZ_BOUNTY_ON_ENEMY_PLAYER_INCREASE,a&SPLASHES/DMZ_BOUNTY_ON_ENEMY_PLAYER_INCREASE,a&SPLASHES/DMZ_BOUNTY_ON_ENEMY_PLAYER_INCREASE_DESC,ui_map_icon_bounty,#hash_7d39bdc96af29bfc,splash,local,,a&,,,splashNotifications.warning,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_civ_bounty_complete,a&SPLASHES/DMZ_BOUNTY_COMPLETE,a&SPLASHES/DMZ_BOUNTY_COMPLETE,a&,ui_map_icon_bounty,#hash_1855540ba25cc92,splash,local,,a&,,,splashNotifications.GreenLight,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_safe_defend_assigned,a&SPLASHES/DMZ_SAFE_DEFEND_ASSIGNED,a&SPLASHES/DMZ_SAFE_DEFEND_ASSIGNED,a&,ui_map_icon_prompt_money,#hash_7d39bdc96af29bfc,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_safe_defend_started,a&SPLASHES/DMZ_SAFE_DEFEND_STARTED,a&SPLASHES/DMZ_SAFE_DEFEND_STARTED,a&,ui_map_icon_prompt_money,#hash_7d39bdc96af29bfc,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_safe_defend_unlocked,a&SPLASHES/DMZ_SAFE_DEFEND_UNLOCKED,a&SPLASHES/DMZ_SAFE_DEFEND_UNLOCKED,a&,ui_map_icon_prompt_money,#hash_1855540ba25cc92,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_safe_defend_complete,a&SPLASHES/DMZ_SAFE_DEFEND_SUCCESS,a&SPLASHES/DMZ_SAFE_DEFEND_SUCCESS,a&,ui_map_icon_prompt_money,#hash_1855540ba25cc92,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_safes_revealed,a&SPLASHES/DMZ_SAFES_REVEALED,a&SPLASHES/DMZ_SAFES_REVEALED,a&,ui_map_icon_prompt_money,#hash_d8a2edab16b242b3,splash,poiEvent,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_train_safe_defend_started,a&SPLASHES/TRAIN_SAFE_UNDER_ATTACK,a&SPLASHES/TRAIN_SAFE_UNDER_ATTACK,a&,ui_map_icon_safe,#hash_1bf85ae6f0bce359,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_train_safe_paused,a&SPLASHES/RESTART_THE_DRILL,a&SPLASHES/RESTART_THE_DRILL,a&,ui_map_icon_safe,#hash_7d39bdc96af29bfc,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_train_safe_defend_unlocked,a&SPLASHES/DMZ_SAFE_DEFEND_UNLOCKED,a&SPLASHES/DMZ_SAFE_DEFEND_UNLOCKED,a&,ui_map_icon_safe,#hash_1855540ba25cc92,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_b4ce54f0b288b163,a&SPLASHES/DMZ_BUNKER_SAFE_STARTED,a&SPLASHES/DMZ_BUNKER_SAFE_STARTED,a&,ui_map_icon_safe,#hash_1bf85ae6f0bce359,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_33ec25582e595837,a&SPLASHES/DMZ_BUNKER_SAFE_UNLOCKED,a&SPLASHES/DMZ_BUNKER_SAFE_UNLOCKED,a&,ui_map_icon_safe,#hash_1855540ba25cc92,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_recover_dog_tag,a&SPLASHES/DOG_TAG_RECOVERED,a&SPLASHES/DOG_TAG_RECOVERED,a&,hud_icon_grind_dogtag,#hash_f234335fccfab4aa,challenge_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_kill_confirm_dog_tag,a&SPLASHES/DOG_TAG_KILL_CONFIRM,a&SPLASHES/DOG_TAG_KILL_CONFIRM,a&,hud_icon_grind_dogtag,#hash_f234335fccfab4aa,challenge_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_disguise_destroyed,a&SPLASHES/DISGUISE_DESTROYED,a&SPLASHES/DISGUISE_DESTROYED,a&,hud_icon_fieldupgrade_disguise,#hash_f234335fccfab4aa,challenge_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_boss_juggernaut_inbound,a&SPLASHES/DMZ_JUGG_BOSS_INBOUND,a&SPLASHES/DMZ_JUGG_BOSS_INBOUND,a&,hud_icon_killstreak_juggernaut,#hash_3be6677f9b7d4b65,splash,poiEvent,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_boss_chopper_inbound,a&SPLASHES/DMZ_CHOPPER_BOSS_INBOUND,a&SPLASHES/DMZ_CHOPPER_BOSS_INBOUND,a&,ui_map_icon_boss_chopper,#hash_3be6677f9b7d4b65,splash,poiEvent,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_boss_trapper_door_key_gained,a&SPLASHES/DMZ_TRAPPER_BOSS_KEY_GAINED,a&SPLASHES/DMZ_TRAPPER_BOSS_KEY_GAINED,a&,ui_map_icon_boss_trapper,#hash_3bcd3d96d6911a3d,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_exfil_ready,a&SPLASHES/DMZ_EXFIL_READY,a&SPLASHES/DMZ_EXFIL_READY,a&,ui_map_icon_extraction,#hash_63b6e3e09a62b3e3,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_exfil_purchased,a&DMZ/EXFIL_PURCHASED,a&DMZ/EXFIL_PURCHASED,a&,ui_map_icon_extraction_personal,#hash_63b6e3e09a62b3e3,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_uav_tower_activated_team,a&SPLASHES/DMZ_UAV_TOWER_ACTIVATED_TEAM,a&SPLASHES/DMZ_UAV_TOWER_ACTIVATED_TEAM,a&,hud_icon_killstreak_uav,#hash_203ac3d7fe47f612,splash,poiEvent,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_uav_tower_activated_others,a&SPLASHES/DMZ_UAV_TOWER_ACTIVATED_OTHERS,a&SPLASHES/DMZ_UAV_TOWER_ACTIVATED_OTHERS,a&,hud_icon_killstreak_uav,#hash_3be6677f9b7d4b65,splash,poiEvent,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_supply_drop,a&SPLASHES/DMZ_SUPPLY_DROP_INCOMING,a&SPLASHES/DMZ_SUPPLY_DROP_INCOMING,a&,hud_icon_killstreak_emergency_airdrop,#hash_170ee0b4b76e1d35,splash,publicEvent,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_radiation_damage_increase,a&PMC_S2/RADIATION_DAMAGE_INCREASE,a&PMC_S2/RADIATION_DAMAGE_INCREASE,a&,ui_mp_br_safezone_icon,#hash_d8a2edab16b242b3,splash,local,,a&,,,HUDWarnings.danger,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_plea_for_help_requested,a&SPLASHES/PLEA_FOR_HELP_REQUESTED,a&SPLASHES/PLEA_FOR_HELP_REQUESTED,a&SPLASHES/PLEA_CONFIRM_PING,hud_icon_plea_for_help,#hash_6ca01dace959d375,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_hunt_contracts_revealed,a&SPLASHES/DMZ_HUNT_CONTRACT_REVEALED,a&SPLASHES/DMZ_HUNT_CONTRACT_REVEALED,a&,ui_map_icon_obj_hunt,#br_finish_them_splash,splash,poiEvent,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_chemist_revealed,a&SPLASHES/DMZ_CHEMIST_REVEALED,a&SPLASHES/DMZ_CHEMIST_REVEALED,a&,ui_map_icon_boss_chemist,#hash_3bcd3d96d6911a3d,splash,poiEvent,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_rusher_revealed,a&SPLASHES/DMZ_RUSHER_REVEALED,a&SPLASHES/DMZ_RUSHER_REVEALED,a&,ui_map_icon_boss_rushers,#hash_3bcd3d96d6911a3d,splash,poiEvent,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_jugg_revealed,a&SPLASHES/DMZ_JUGG_REVEALED,a&SPLASHES/DMZ_JUGG_REVEALED,a&,ui_mp_br_mapmenu_legend_juggernaut_player,#hash_3bcd3d96d6911a3d,splash,poiEvent,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_trapper_revealed,a&SPLASHES/DMZ_TRAPPER_REVEALED,a&SPLASHES/DMZ_TRAPPER_REVEALED,a&,ui_map_icon_boss_trapper,#hash_3bcd3d96d6911a3d,splash,poiEvent,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_pyro_revealed,a&SPLASHES/DMZ_PYRO_REVEALED,a&SPLASHES/DMZ_PYRO_REVEALED,a&,ui_map_icon_boss_pyro,#hash_3bcd3d96d6911a3d,splash,poiEvent,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_rat_revealed,a&SPLASHES/DMZ_RAT_REVEALED,a&SPLASHES/DMZ_RAT_REVEALED,a&,ui_map_icon_boss_scavenger,#hash_3bcd3d96d6911a3d,splash,poiEvent,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_2dec8c5484c61c7c,a&SPLASHES/DMZ_MUMMY_DEPOSITED,a&SPLASHES/DMZ_MUMMY_DEPOSITED,a&,hud_icon_splash_haunting_mummy,#,splash,skill,,a&,,,,99,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_54c54d3d1faa0e11,a&SPLASHES/DMZ_MUMMY_REVEALED,a&SPLASHES/DMZ_MUMMY_REVEALED,a&,hud_icon_splash_haunting_mummy,#hash_3bcd3d96d6911a3d,splash,poiEvent,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_7ab056f0f46c0ff3,a&SPLASHES/ANOMALY_REVEALED,a&SPLASHES/ANOMALY_REVEALED,a&,hud_icon_splash_haunting_ufo,#hash_3bcd3d96d6911a3d,splash,poiEvent,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_2eded43cbd74eb8c,a&SPLASHES/DMZ_SWAMPMONSTER_REVEALED,a&SPLASHES/DMZ_SWAMPMONSTER_REVEALED,a&,hud_icon_splash_haunting_swamp_monster,#hash_3bcd3d96d6911a3d,splash,poiEvent,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_chopper_revealed,a&SPLASHES/DMZ_CHOPPER_REVEALED,a&SPLASHES/DMZ_CHOPPER_REVEALED,a&,ui_map_icon_boss_chopper,#hash_3bcd3d96d6911a3d,splash,poiEvent,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_chopper_revealed_circle,a&SPLASHES/DMZ_CHOPPER_REVEALED_CIRCLE,a&SPLASHES/DMZ_CHOPPER_REVEALED_CIRCLE,a&,ui_map_icon_boss_chopper,#hash_3bcd3d96d6911a3d,splash,poiEvent,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_e41c09cdf89e190e,a&SPLASHES/DMZ_GETAWAY_REVEALED,a&SPLASHES/DMZ_GETAWAY_REVEALED,a&,ui_map_icon_boss_getaway,#hash_3bcd3d96d6911a3d,splash,poiEvent,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_lootbox_extracted_generic,a&SPLASHES/DMZ_LOOTBOX_EXTRACTED_GENERIC,a&SPLASHES/DMZ_LOOTBOX_EXTRACTED_GENERIC,a&,hud_icon_loot_squad_loot_box,#hash_d8a2edab16b242b3,splash,poiEvent,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_lootbox_extracted_chemist,a&SPLASHES/DMZ_LOOTBOX_EXTRACTED_CHEMIST,a&SPLASHES/DMZ_LOOTBOX_EXTRACTED_CHEMIST,a&,hud_icon_loot_squad_loot_box,#hash_d8a2edab16b242b3,splash,poiEvent,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_dd239962162be699,a&SPLASHES/DMZ_LOOTBOX_EXTRACTED_JUGG,a&SPLASHES/DMZ_LOOTBOX_EXTRACTED_JUGG,a&,hud_icon_loot_squad_loot_box,#hash_d8a2edab16b242b3,splash,poiEvent,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_66e9cf2fe4f4f146,a&SPLASHES/DMZ_LOOTBOX_EXTRACTED_GETAWAY,a&SPLASHES/DMZ_LOOTBOX_EXTRACTED_GETAWAY,a&,hud_icon_loot_squad_loot_box,#hash_d8a2edab16b242b3,splash,poiEvent,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_8cfd9e629cfddee5,a&SPLASHES/BR_CONTRACT_CANCEL_REQUEST_TITLE,a&SPLASHES/BR_CONTRACT_CANCEL_REQUEST_TITLE,a&SPLASHES/BR_CONTRACT_CANCELLED_GENERIC_DESC,ui_map_icon_obj_bg,#hash_7d39bdc96af29bfc,splash,BRContractCancel,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_8b0b0732b950c78f,a&SPLASHES/BR_CONTRACT_CANCEL_REQUEST_TITLE,a&SPLASHES/BR_CONTRACT_CANCEL_REQUEST_TITLE,a&SPLASHES/BR_CONTRACT_CANCELLED_GENERIC_DESC,ui_map_icon_obj_scavenger,#hash_7d39bdc96af29bfc,splash,BRContractCancel,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_4260f892c4388b58,a&SPLASHES/BR_CONTRACT_CANCEL_REQUEST_TITLE,a&SPLASHES/BR_CONTRACT_CANCEL_REQUEST_TITLE,a&SPLASHES/BR_CONTRACT_CANCELLED_GENERIC_DESC,ui_map_icon_obj_assassin,#hash_7d39bdc96af29bfc,splash,BRContractCancel,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_6a062ca72d72c050,a&SPLASHES/BR_CONTRACT_CANCEL_REQUEST_TITLE,a&SPLASHES/BR_CONTRACT_CANCEL_REQUEST_TITLE,a&SPLASHES/BR_CONTRACT_CANCELLED_GENERIC_DESC,ui_map_icon_obj_cargo_delivery,#hash_7d39bdc96af29bfc,splash,BRContractCancel,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_1eefca6cb8e425b4,a&SPLASHES/BR_CONTRACT_CANCEL_REQUEST_TITLE,a&SPLASHES/BR_CONTRACT_CANCEL_REQUEST_TITLE,a&SPLASHES/BR_CONTRACT_CANCELLED_GENERIC_DESC,ui_map_icon_obj_bomb_collect,#hash_7d39bdc96af29bfc,splash,BRContractCancel,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_9d3980aca7d4ab21,a&SPLASHES/BR_CONTRACT_CANCEL_REQUEST_TITLE,a&SPLASHES/BR_CONTRACT_CANCEL_REQUEST_TITLE,a&SPLASHES/BR_CONTRACT_CANCELLED_GENERIC_DESC,ui_map_icon_obj_rescue,#hash_7d39bdc96af29bfc,splash,BRContractCancel,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_c4f70f078137e245,a&SPLASHES/BR_CONTRACT_CANCEL_REQUEST_TITLE,a&SPLASHES/BR_CONTRACT_CANCEL_REQUEST_TITLE,a&SPLASHES/BR_CONTRACT_CANCELLED_GENERIC_DESC,ui_map_icon_obj_hunt,#hash_7d39bdc96af29bfc,splash,BRContractCancel,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_1bee356e718d178a,a&SPLASHES/BR_CONTRACT_CANCEL_REQUEST_TITLE,a&SPLASHES/BR_CONTRACT_CANCEL_REQUEST_TITLE,a&SPLASHES/BR_CONTRACT_CANCELLED_GENERIC_DESC,ui_map_icon_obj_cargo_ship,#hash_7d39bdc96af29bfc,splash,BRContractCancel,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_ce43a80113c78147,a&SPLASHES/BR_CONTRACT_CANCEL_REQUEST_TITLE,a&SPLASHES/BR_CONTRACT_CANCEL_REQUEST_TITLE,a&SPLASHES/BR_CONTRACT_CANCELLED_GENERIC_DESC,ui_map_icon_obj_geiger_search,#hash_7d39bdc96af29bfc,splash,BRContractCancel,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_a374e777d9fb85d8,a&SPLASHES/BR_CONTRACT_CANCEL_REQUEST_TITLE,a&SPLASHES/BR_CONTRACT_CANCEL_REQUEST_TITLE,a&SPLASHES/BR_CONTRACT_CANCELLED_GENERIC_DESC,ui_map_icon_obj_intel,#hash_7d39bdc96af29bfc,splash,BRContractCancel,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_1568e4f0438bc2fb,a&SPLASHES/BR_CONTRACT_CANCEL_REQUEST_TITLE,a&SPLASHES/BR_CONTRACT_CANCEL_REQUEST_TITLE,a&SPLASHES/BR_CONTRACT_CANCELLED_GENERIC_DESC,ui_map_icon_obj_trap,#hash_7d39bdc96af29bfc,splash,BRContractCancel,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_d39cc0c380195be2,a&SPLASHES/DMZ_CLEAR_FORT_COMPLETE,a&SPLASHES/DMZ_CLEAR_FORT_COMPLETE,a&,ui_map_icon_fortress,#hash_1855540ba25cc92,splash,poiEvent,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_6990f2812894108b,a&SPLASHES/ACCEPTED_PLEA,a&SPLASHES/ACCEPTED_PLEA,a&,hud_icon_splash_kill,#hash_3b4eb97c71798fc2,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_722e50d056d0eb37,a&SPLASHES/DMZ_BOUNTY_KILLER,a&SPLASHES/DMZ_BOUNTY_KILLER,a&SPLASHES/DMZ_BOUNTY_KILLER_DESC,hud_icon_splash_kill,#hash_6ca01dace959d375,splash,local,,a&,,,HUDWarnings.danger,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_bounty_nearby,a&SPLASHES/DMZ_BOUNTY_NEARBY,a&SPLASHES/DMZ_BOUNTY_NEARBY,a&SPLASHES/DMZ_BOUNTY_NEARBY_DESC,hud_icon_splash_kill,#hash_6ca01dace959d375,splash,local,,a&,,,HUDWarnings.danger,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_bounty_completed,a&SPLASHES/DMZ_BOUNTY_COMPLETED,a&SPLASHES/DMZ_BOUNTY_COMPLETED,a&,hud_icon_splash_kill,#hash_6ca01dace959d375,splash,local,,a&,,,splashNotifications.GreenLight,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_909b8451414233c9,a&SPLASHES/DMZ_BOUNTY_TEAMMATE,a&SPLASHES/DMZ_BOUNTY_TEAMMATE,a&SPLASHES/DMZ_BOUNTY_TEAMMATE_DESC,hud_icon_splash_kill,#hash_6ca01dace959d375,splash,local,,a&,,,splashNotifications.GreenLight,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#mo_money_kill,a&SPLASHES/MO_MONEY_KILL,a&SPLASHES/MO_MONEY_KILL,a&SPLASHES/MO_MONEY_KILL_DESC,icon_splash_skill_shot,#ui_splash_screen_default,splash,local,,a&,,,,,,a&CHALLENGE_ALL_TIERS_COMPLETED,,#hash_887ac58f35315d30,a&,,#,,,#,,,#,,,#,,a&,0
#nuke_kill,a&SPLASHES/NUKE_KILL,a&SPLASHES/NUKE_KILL,a&SPLASHES/NUKE_KILL_DESC,icon_splash_skill_shot,#,splash,local,,a&,,,,,,a&CHALLENGE_ALL_TIERS_COMPLETED,,#hash_887ac58f35315d30,a&,,#,,,#,,,#,,,#,,a&,0
#hash_9df05a72860accc2,a&SPLASHES/NUKE_KILL,a&SPLASHES/NUKE_KILL,a&SPLASHES/NUKE_KILL_SINGLE_DESC,icon_splash_skill_shot,#,splash,local,,a&,,,,,,a&CHALLENGE_ALL_TIERS_COMPLETED,,#hash_887ac58f35315d30,a&,,#,,,#,,,#,,,#,,a&,0
#refresh,a&KILLSTREAKS_REFRESH,a&KILLSTREAKS_REFRESH,a&KILLSTREAKS_REFRESH_DESC,icon_splash_skill_shot,#,splash,local,,a&,,,,,,a&CHALLENGE_ALL_TIERS_COMPLETED,,#hash_887ac58f35315d30,a&,,#,,,#,,,#,,,#,,a&,0
#refresh_kill,a&SPLASHES/REFRESH_KILL,a&SPLASHES/REFRESH_KILL,a&SPLASHES/REFRESH_KILL_DESC,icon_splash_skill_shot,#,splash,local,,a&,,,,,,a&CHALLENGE_ALL_TIERS_COMPLETED,,#hash_887ac58f35315d30,a&,,#,,,#,,,#,,,#,,a&,0
#hash_aa70ef3acde6c4e6,a&SPLASHES/REFRESH_KILL,a&SPLASHES/REFRESH_KILL,a&SPLASHES/REFRESH_KILL_SINGLE_DESC,icon_splash_skill_shot,#,splash,local,,a&,,,,,,a&CHALLENGE_ALL_TIERS_COMPLETED,,#hash_887ac58f35315d30,a&,,#,,,#,,,#,,,#,,a&,0
#hitman,a&KILLSTREAKS_HITMAN,a&KILLSTREAKS_HITMAN,a&KILLSTREAKS_HITMAN_DESC,icon_splash_skill_shot,#,splash,local,,a&,,,,,,a&CHALLENGE_ALL_TIERS_COMPLETED,,#hash_887ac58f35315d30,a&,,#,,,#,,,#,,,#,,a&,0
